id,old_id,identifier1_type_code,identifier1_type_display,identifier1_type_text,identifier1_system,identifier1_value,identifier1_assigner_display,identifier2_type_code,identifier2_type_display,identifier2_type_text,identifier2_system,identifier2_value,active,name1_use,name1_family,name1_given1,name1_prefix1,name1_suffix1,name1_text,telecom1_system,telecom1_value,telecom1_use,telecom2_system,telecom2_value,telecom2_use,address1_use,address1_line1,address1_city,address1_state,address1_postalCode,address1_country,address1_text,gender,qualification1_ahpraProfessionDetails_Profession_text,qualification1_identifier_type_code,qualification1_identifier_type_display,qualification1_identifier_type_text,qualification1_identifier_system,qualification1_identifier_value,qualification1_code_system,qualification1_code_code,qualification1_code_display,qualification1_code_text,period_start,issuer_display,
gilmour-damon,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233384980 ,,,,,,,,official,GILMOUR,Damon,,,,phone,0270103199,work,email,damon.gilmour@dubboemergency.example.net,,,141 Rail St,Dubbo,NSW,2830,,,male,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000040,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
cruickshank-bryce,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384718 ,,,,,,,,official,CRUICKSHANK,Bryce,,,,phone,0270108515,work,email,bryce.cruickshank@example.com.au,,,30 East Cnr,Mogareeka,NSW,2550,,,male,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000041,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
lowe-abe,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566718832 ,,PRES,Prescriber Number,,http://ns.electronichealth.net.au/id/medicare-prescriber-number,8017196,,official,LOWE,Abe,,,,phone,0270102315,work,email,abe.lowe@mossypointmc.example.net,,,158 Warrego Cl,Mossy Point,NSW,2537,,,male,Medical Practitioner,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000042,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
burrows-ginger,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385011 ,,,,,,,,official,BURROWS,Ginger,,,,phone,0270105673,work,email,ginger.burrows@bungabbeemc.example.com.au,,,189 Bay Esp,Bungabbee,NSW,2480,,,female,Medical Practitioner,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000043,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
sheppard-mathew,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718460 ,,,,,,,,official,SHEPPARD,Mathew,,,,phone,0270106089,work,email,mathew.sheppard@example.com.au,,,118 Cheddar Pnt,Stony Creek,NSW,2550,,,male,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000044,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
browne-wilfred,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384726 ,,,,,,,,official,BROWNE,Wilfred,,,,phone,0270106637,work,email,wilfred.browne@example.net,,,44 Barn Cct,Hatfield,NSW,2715,,,male,Midwives,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000045,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gartshore-indira,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384742 ,,,,,,,,official,GARTSHORE,Indira,,,,phone,0270107743,work,email,indira.gartshore@wallendbeenagedcare.example.net,,,34 Abattoir Hts,Wallendbeen,NSW,2588,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000046,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
simons-reggie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051408 ,,,,,,,,official,SIMONS,Reggie,,,,phone,0270101397,work,email,reggie.simons@kensingtonph.example.net,,,69 Walden Pnt,Kensington,NSW,2033,,,male,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000047,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
munro-rose,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718486 ,,,,,,,,official,MUNRO,Rose,,,,phone,0270105704,work,email,rose.munro@mountmitchellph.example.com.au,,,112 Dean Dr,Mount Mitchell,NSW,2365,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000048,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
leishman-leesa,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384767 ,,,,,,,,official,LEISHMAN,Leesa,,,,phone,0270102759,work,email,leesa.leishman@example.com,,,44 Gottfried Cir,Balladoran,NSW,2831,,,female,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000049,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
pratley-philomena,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718494 ,,,,,,,,official,PRATLEY,Philomena,,,,phone,0270103788,work,email,philomena.pratley@reception@pullabookapathology.example.net,,,49 Woodstock Pl,Pullabooka,NSW,2810,,,female,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000050,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
clarke-malcolm,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052082 ,,,,,,,,official,CLARKE,Malcolm,,,,phone,0270109091,work,email,malcolm.clarke@highermacdonaldpathology.example.com.au,,,180 Pine Cir,Higher Macdonald,NSW,2775,,,male,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000051,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
cane-elden,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384783 ,,,,,,,,official,CANE,Elden,,,,phone,0270103304,work,email,elden.cane@lilydalepharmacy.example.net,,,81 Silver Esp,Lilydale,NSW,2460,,,male,Pharmacists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000052,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
peterson-megan,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051424 ,,,,,,,,official,PETERSON,Megan,,,,phone,0270104346,work,email,megan.peterson@appinpharmacy.example.com.au,,,82 Desleigh Cir,Appin,NSW,2560,,,female,Pharmacists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000053,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
fraser-abbie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052108 ,,,,,,,,official,FRASER,Abbie,,,,phone,0270107486,work,email,abbie.fraser@wallendbeenagedcare.example.net,,,199 Newhaven Tce,Wallendbeen,NSW,2588,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000054,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
shephard-lizabeth,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566718857 ,,,,,,,,official,SHEPHARD,Lizabeth,,,,phone,0270105481,work,email,lizabeth.shephard@kensingtonph.example.net,,,108 Greenwood Esp,Kensington,NSW,2033,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000055,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
milgate-leisa,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385029 ,,,,,,,,official,MILGATE,Leisa,,,,phone,0270100010,work,email,leisa.milgate@mountmitchellph.example.com.au,,,61 Central Ave,Mount Mitchell,NSW,2365,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000056,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
roberts-benjamin,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718536 ,,,,,,,,official,ROBERTS,Benjamin,,,,phone,0270109517,work,email,benjamin.roberts@mossypointmc.example.net,,,77 Arthur Pnt,Mossy Point,NSW,2537,,,male,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000057,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
patrick-fletcher,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052124 ,,,,,,,,official,PATRICK,Fletcher,,,,phone,0270107085,work,email,fletcher.patrick@bungabbeemc.example.com.au,,,56 Glendon Rvr,Bungabbee,NSW,2480,,,male,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000058,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
tennant-carlyn,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566718865 ,,,,,,,,official,TENNANT,Carlyn,,,,phone,0270102380,work,email,carlyn.tennant@example.com.au,,,145 Jamieson St,Koolewong,NSW,2256,,,female,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000059,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
barrett-carey,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384817 ,,,,,,,,official,BARRETT,Carey,,,,phone,0270107743,work,email,carey.barrett@frenchsforesteastrd.example.net,,,149 Airport Pde,Frenchs Forest East,NSW,2086,,,unknown,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000060,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
osborne-bonny,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052132 ,,,,,,,,official,OSBORNE,Bonny,,,,phone,0270101620,work,email,bonny.osborne@fishermansreachrd.example.com.au,,,64 Maple Esp,Fishermans Reach,NSW,2441,,,female,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000061,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
mackenzie-cinda,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718551 ,,,,,,,,official,MACKENZIE,Cinda,,,,phone,0270102023,work,email,cinda.mackenzie@kensingtonph.example.net,,,114 Bay Rd,Kensington,NSW,2033,,,female,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000062,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
guthrie-daine,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052140 ,,,,,,,,official,GUTHRIE,Daine,,,,phone,0270101609,work,email,daine.guthrie@mountmitchellph.example.com.au,,,28 King Lane,Mount Mitchell,NSW,2365,,,female,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000063,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gorton-dante,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385037 ,,,,,,,,official,GORTON,Dante,,,,phone,0270103284,work,email,dante.gorton@example.com,,,169 East St,Rand,NSW,2642,,,unknown,Counsellors,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000064,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
street-dorian,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385045 ,,,,,,,,official,STREET,Dorian,,,,phone,0270109572,work,email,dorian.street@example.com.au,,,159 Wolverene Dr,Corinella,NSW,2871,,,unknown,"Dental Hygienists, Technicians and Therapists",AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000065,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gates-glenda,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384841 ,,,,,,,,official,GATES,Glenda,,,,phone,0270107263,work,email,glenda.gates@example.net,,,169 John Cct,Cundle Flat,NSW,2424,,,female,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000066,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gordon-tad,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384858 ,,,,,,,,official,GORDON,Tad,,,,phone,0270106132,work,email,tad.gordon@example.com,,,163 Copper Cnr,Dangelong,NSW,2630,,,male,Complementary Health Therapists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000067,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
losch-sallie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384866 ,,,,,,,,official,LOSCH,Sallie,,,,phone,0270104128,work,email,sallie.losch@example.com.au,,,93 Elizabeth Cl,Marlowe,NSW,2622,,,female,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000068,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gilchrist-daniel,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566718873 ,,,,,,,,official,GILCHRIST,Daniel,,,,phone,0270108522,work,email,daniel.gilchrist@example.net,,,112 Innovation Pl,Yarravel,NSW,2440,,,unknown,Complementary Health Therapists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000069,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
thorn-tonya,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384882 ,,,,,,,,official,THORN,Tonya,,,,phone,0270101851,work,email,tonya.thorn@example.com,,,79 Dalys Jnc,Wermatong,NSW,2720,,,female,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000070,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
parker-elijah,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566718899 ,,,,,,,,official,PARKER,Elijah,,,,phone,0270107993,work,email,elijah.parker@example.com.au,,,59 Elenore Rd,Westdale,NSW,2340,,,male,Physiotherapists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000071,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
jenkins-miranda,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052165 ,,,,,,,,official,JENKINS,Miranda,,,,phone,0270109536,work,email,miranda.jenkins@example.net,,,132 Copper Ave,Tarlo,NSW,2580,,,other,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000072,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
fowler-christy,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233384890 ,,,,,,,,official,FOWLER,Christy,,,,phone,0270101357,work,email,christy.fowler@example.com,,,164 Sylvania Jnc,Canley Heights,NSW,2166,,,other,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000073,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
ross-moses,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051473 ,,,,,,,,official,ROSS,Moses,,,,phone,0370106439,work,email,moses.ross@rowsleyagedcare.example.com.au,,,76 New Ave,Rowsley,VIC,3340,,,male,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000074,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
sutherland-sallie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385086 ,,,,,,,,official,SUTHERLAND,Sallie,,,,phone,0370102880,work,email,sallie.sutherland@murrabitph.example.com.au,,,112 Law Ct,Murrabit,VIC,3579,,,other,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000075,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
hickson-ngoc,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051481 ,,,,,,,,official,HICKSON,Ngoc,,,,phone,0370107540,work,email,ngoc.hickson@mountglasgowemergency.example.com.au,,,80 Forrest Cir,Mount Glasgow,VIC,3371,,,other,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000076,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
moss-jaime,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718593 ,,,,,,,,official,MOSS,Jaime,,,,phone,0370102172,work,email,jaime.moss@milnesbridgemc.example.com.au,,,154 Elenore Rd,Milnes Bridge,VIC,3579,,,female,Medical Practitioner,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000077,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
lumb-mary,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051499 ,,,,,,,,official,LUMB,Mary,,,,phone,0370105176,work,email,mary.lumb@joycescreekmc.example.net,,,176 Rail Hts,Joyces Creek,VIC,3462,,,female,Medical Practitioner,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000078,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
spiers-erich,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718601 ,,,,,,,,official,SPIERS,Erich,,,,phone,0370104951,work,email,erich.spiers@example.net,,,198 Sylvania Hts,Langkoop,VIC,3318,,,unknown,Midwives,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000079,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
thorpe-mia,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052199 ,,,,,,,,official,THORPE,Mia,,,,phone,0370102785,work,email,mia.thorpe@rowsleyagedcare.example.com.au,,,160 Compton Way,Rowsley,VIC,3340,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000080,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
hilton-jaclyn,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051507 ,,,,,,,,official,HILTON,Jaclyn,,,,phone,0370105916,work,email,jaclyn.hilton@murrabitph.example.com.au,,,24 Sylvania Pnt,Murrabit,VIC,3579,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000081,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
healy-damian,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052207 ,,,,,,,,official,HEALY,Damian,,,,phone,0370105863,work,email,damian.healy@wannonph.example.net,,,153 Pine Rdge,Wannon,VIC,3301,,,unknown,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000082,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
corbett-clementine,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566718949 ,,,,,,,,official,CORBETT,Clementine,,,,phone,0370107840,work,email,clementine.corbett@example.com,,,9 Cresson Jnc,Maddingley,VIC,3340,,,female,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000083,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
hollands-beryl,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566718956 ,,,,,,,,official,HOLLANDS,Beryl,,,,phone,0370109685,work,email,beryl.hollands@bridgewaterpathology.example.net,,,10 Cheddar Qy,Bridgewater On Loddon,VIC,3516,,,other,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000084,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
hart-clifton,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718619 ,,,,,,,,official,HART,Clifton,,,,phone,0370106223,work,email,clifton.hart@trenthampathology.example.net,,,141 Woodstock Esp,Trentham,VIC,3458,,,unknown,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000085,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
howell-natalia,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718635 ,,,,,,,,official,HOWELL,Natalia,,,,phone,0370100469,work,email,natalia.howell@reception.pineviewpharmacy.example.com.au,,,143 Long Pde,Pine View,VIC,3579,,,female,Pharmacists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000086,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
coughlin-tonda,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718643 ,,,,,,,,official,COUGHLIN,Tonda,,,,phone,0370105078,work,email,tonda.coughlin@launchingplacepharmacy.example.net,,,110 Copper Pde,Launching Place,VIC,3139,,,other,Pharmacists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000087,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
goodwin-aida,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052231 ,,,,,,,,official,GOODWIN,Aida,,,,phone,0370104445,work,email,aida.goodwin@rowsleyagedcare.example.com.au,,,120 William Cct,Rowsley,VIC,3340,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC0000000088,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
