id,old_id,indigenousStatus_code,indigenousStatus_display,birthPlace_text,birthPlace_country,dateOfArrival,interpreterRequired,identifier1_ihiStatus_code,identifier1_ihiRecordStatus_code,identifier1_use,identifier1_type_code,identifier1_type_system,identifier1_type_display,identifier1_type_text,identifier1_system,identifier1_value,identifier1_period_end,identifier1_assigner_display,identifier2_type_code,identifier2_type_system,identifier2_type_display,identifier2_type_text,identifier2_system,identifier2_value,identifier2_assigner_display,identifier3_type_code,identifier3_type_system,identifier3_type_display,identifier3_type_text,identifier3_system,identifier3_value,identifier3_assigner_display,name1_use,name1_text,name1_family,name1_given1,name1_given2,name1_prefix,name2_use,name2_text,name2_family,name2_given1,name2_given2,name2_prefix,telecom1_system,telecom1_use,telecom1_value,telecom2_system,telecom2_use,telecom2_value,telecom3_system,telecom3_use,telecom3_value,telecom4_system,telecom4_use,telecom4_value,gender,birthDate,birthDate_birthTime,birthDate_accurancyIndicator_code,birthDate_accurancyIndicator_display,address1_use,address1_line1,address1_line2,address1_city,address1_state,address1_postalCode,address1_country,address2_use,address2_line1,address2_line2,address2_city,address2_state,address2_postalCode,address2_country,communication1_language_code,communication1_language_system,communication1_language_text,communication1_preferred,individual_genderIdentity_value_code,individual_genderIdentity_value_display,individual_pronouns_value_code,individual_pronouns_value_display,individual_recordedSexOrGender_type_code,individual_recordedSexOrGender_type_text,individual_recordedSexOrGender_value_code,individual_recordedSexOrGender_value_text
ballantyne-kelvin-hans,,3,Both Aboriginal and Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608500314760,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,69518260312,,,,,,,,,official,,BALLANTYNE,Kelvin,HANS,,,,,,,,phone,home,0870104385,phone,mobile,0491570313,phone,work,0870107495,email,,kelvin.ballantyne@my-own-personal-domain.com,male,1978-01-09,,,,,73 Abattoir Gdns,,Wellington Forest,WA,6236,AU,,,,,,,,,,,,,,,,,,,
ballantyne-sandy-choy,,2,Torres Strait Islander but not Aboriginal origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608333647279,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,69518260313,,,,,,,,,official,,BALLANTYNE,Sandy,CHOY,,,,,,,,phone,home,0870106296,phone,mobile,0491570737,phone,work,0870100699,email,,sandy.ballantyne@example.com,male,2001-01-02,,,,,73 Abattoir Gdns,,Wellington Forest,WA,6236,AU,,,,,,,,,,,,,,,,,,,
ballantyne-terry-bob,,4,Neither Aboriginal nor Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608333647287,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,69518260314,,,,,,,,,official,,BALLANTYNE,Terry,BOB,,,,,,,,phone,home,0870106296,phone,mobile,0491571266,,,,email,,terry.ballantyne@example.com.au,male,2004-08-07,,,,,73 Abattoir Gdns,,Wellington Forest,WA,6236,AU,,,,,,,,,,,,,,,,,,,
archibald-dante,,4,Neither Aboriginal nor Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608000311670,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,49516516711,,,,,,,,,official,,ARCHIBALD,Dante,,,,,,,,,phone,home,0870103279,phone,mobile,0491571491,phone,work,0870100396,email,,dante.archibald@example.com.au,male,1985-12-02,,,,,143 Greenwood Pnt,,Mitchell,NT,0832,AU,,,,,,,,,,,,,,,,,,,
nash-abel,,3,Both Aboriginal and Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608166980383,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,49516517611,,,,,,,,,official,,NASH,Abel,,,,,,,,,phone,home,0870100899,phone,mobile,0491571804,phone,work,0870109728,email,,abel.nash@myownpersonaldomain.com,male,1993-07-22,,,,,114 Gottfried Cct,,Atitjere,NT,0872,AU,,,,,,,,,,,,,,,,,,,
todd-tanya-estelle,,4,Neither Aboriginal nor Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608333647188,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,49516518511,,DVAU,http://terminology.hl7.org.au/CodeSystem/v2-0203,DVA Number,DVA Number,http://ns.electronichealth.net.au/id/dva,QX317453,,official,,TODD,Tanya,ESTELLE,,,,,,,,phone,home,0870101712,phone,mobile,0491572549,phone,work,0870102682,email,,tanya.todd@example.com,female,1993-09-01,,,,,193 Farmer Rd,,Nguiu,NT,0822,AU,,,,,,,,,,,,,,,,,,,
humphries-jayson,,,,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608333647253,,,,,,,,,,,,,,,,,official,,HUMPHRIES,Jayson,,,,,,,,,phone,home,0870100172,phone,mobile,0491572665,phone,work,0870102114,email,,jayson.humphries@my-own-personal-domain.com,other,1968-05-14,,,,,41 Queen St,,Areyonga,NT,0872,AU,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,official,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977 Argyle St N,,Halifax NS,,B3J 2B3,,,,,,,,,,,,,,,,,,,,
veitch-miles-dudley,,2,Torres Strait Islander but not Aboriginal origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608000311795,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,49516522811,,,,,,,,,official,,VEITCH,Miles,DUDLEY,,,,,,,,phone,home,0870106485,phone,mobile,0491573770,phone,work,0870105678,email,,miles.veitch@example.com,male,1994-04-10,,,,,78 Innovation Cct,,Newcastle Waters,NT,0862,AU,,,,,,,,,,,,,,,,,,,
veitch-savannah-sheena,,9,Not stated/inadequately described,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608833648504,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,49516522812,,,,,,,,,official,,VEITCH,Savannah,SHEENA,,,,,,,,phone,home,0870106485,,,,,,,,,,female,2018-12-11,,,,,78 Innovation Cct,,Newcastle Waters,NT,0862,AU,,,,,,,,,,,,,,,,,,,
veitch-mitchell-carl,,9,Not stated/inadequately described,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608833648512,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,49516522813,,,,,,,,,official,,VEITCH,Mitchell,CARL,,,,,,,,phone,home,0870106485,,,,,,,,,,male,2019-12-15,,,,,78 Innovation Cct,,Newcastle Waters,NT,0862,AU,,,,,,,,,,,,,,,,,,,
veitch-beau-bradley,,3,Both Aboriginal and Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608500314828,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,49516522814,,,,,,,,,official,,VEITCH,Beau,BRADLEY,,,,,,,,phone,home,0870106485,,,,,,,,,,male,2020-10-09,,,,,78 Innovation Cct,,Newcastle Waters,NT,0862,AU,,,,,,,,,,,,,,,,,,,
veitch-nathan-chris,,9,Not stated/inadequately described,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608166980458,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,49516522815,,,,,,,,,official,,VEITCH,Nathan,CHRIS,,,,,,,,phone,home,0870106485,,,,,,,,,,male,2022-06-01,,,,,78 Innovation Cct,,Newcastle Waters,NT,0862,AU,,,,,,,,,,,,,,,,,,,
little-rose-gretal,,1,Aboriginal but not Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608333647329,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,49516523711,,,,,,,,,official,,LITTLE,Rose,GRETAL,,usual,Rosalie Smith,,,,,phone,home,0870106748,phone,mobile,0491575789,phone,work,0870102104,email,,rose.little@example.com.au,female,1960-10-24,,,,,89 William Ave,,Kulgera,NT,0872,AU,,,,,,,,,,,,,,,,,,,
sandilands-kendall,,2,Torres Strait Islander but not Aboriginal origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608833648413,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,59511386611,,,,,,,,,official,,SANDILANDS,Kendall,,,,,,,,,phone,home,0870106664,phone,mobile,0491576398,phone,work,0870101896,email,,kendall.sandilands@my-own-personal-domain.com,female,1981-04-10,,,,,81 Marine Gr,,Sheaoak Flat,SA,5581,AU,,,,,,,,,,,,,,,,,,,
britton-brian-edwin,,1,Aboriginal but not Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608333647196,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,59511387511,,DVAU,http://terminology.hl7.org.au/CodeSystem/v2-0203,DVA Number,DVA Number,http://ns.electronichealth.net.au/id/dva,QX266063,,official,,BRITTON,Brian,EDWIN,,,,,,,,phone,home,0870106435,phone,mobile,0491576801,phone,work,0870108359,email,,brian.britton@example.net,male,1998-08-21,,,,,79 Elenore Rdge,,Mitchellville,SA,5602,AU,,,,,,,,,,,,,,,,,,,
ralph-rudolf,,,,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608000311738,,,,,,,,,,,,,,,,,official,,RALPH,Rudolf,,,,,,,,,phone,mobile,0491577426,,,,,,,,,,unknown,1948-10-24,,,,,Svingen 28,,Oslo,(Norway),0107,,,,,,,,,,,,,,,,,,,,
sandilands-young,,,,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608000311746,,,,,,,,,,,,,,,,,official,,SANDILANDS,Young,,,,,,,,,phone,home,0870109923,phone,mobile,0491577644,phone,work,0870107451,email,,young.sandilands@myownpersonaldomain.com.au,unknown,1962-03-09,,,,,85 Dean Cl,,Warnertown,SA,5540,AU,,,,,,,,,,,,,,,,,,,
frost-rhett-kent,,1,Aboriginal but not Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608166980466,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,59511388411,,,,,,,,,official,,FROST,Rhett,KENT,,usual,Roger Frost,,,,,phone,home,0870102178,phone,mobile,0491578957,phone,work,0870103494,email,,rhett.frost@example.net,male,1969-08-20,,,,,73 Shall Cct,,Hampden,SA,5374,AU,,,,,,,,,,,,,,,,,,,
robson-adam,,9,Not stated/inadequately described,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608333647162,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,69518254211,,,,,,,,,official,,ROBSON,Adam,,,,,,,,,phone,home,0370106335,phone,mobile,0424064523,phone,work,0370107954,email,,adam.robson@example.com.au,male,1991-05-14,,,,,18 Queen Cir,,Rushy Lagoon,TAS,7264,AU,,,,,,,,,,,,,,,,,,,
cummings-angelo,,2,Torres Strait Islander but not Aboriginal origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608500314703,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,69518255111,,,,,,,,,official,,CUMMINGS,Angelo,,,,,,,,,phone,home,0370103303,phone,mobile,0458625039,phone,work,0370104391,email,,angelo.cummings@example.net,male,1966-03-08,,,,,193 Versace Qy,,Rosetta,TAS,7010,AU,,,,,,,,,,,,,,,,,,,
simpson-tristan,,4,Neither Aboriginal nor Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608666976394,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,69518256011,,,,,,,,,official,,SIMPSON,Tristan,,,,,,,,,phone,home,0370106549,phone,mobile,0481716021,phone,work,0370100282,email,,tristan.simpson@example.com,male,1950-09-27,,,,,132 Glendon Lane,,Strickland,TAS,7140,AU,,,,,,,,,,,,,,,,,,,
potts-felix-ernie,,4,Neither Aboriginal nor Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608666976428,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,69518258811,,DVAU,http://terminology.hl7.org.au/CodeSystem/v2-0203,DVA Number,DVA Number,http://ns.electronichealth.net.au/id/dva,QX288943,,official,,POTTS,Felix,ERNIE,,,,,,,,phone,home,0370102830,phone,mobile,0450188367,phone,work,0370108260,email,,felix.potts@example.com.au,male,1995-11-19,,,,,182 Ocean Ct,,Opossum Bay,TAS,7023,AU,,,,,,,,,,,,,,,,,,,
pennington-donnie-kip,,9,Not stated/inadequately described,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608500314729,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,69518259711,,,,,,,,,official,,PENNINGTON,Donnie,KIP,,,,,,,,phone,home,0370106629,phone,mobile,0443892059,phone,work,0370101498,email,,donnie.pennington@example.net,male,2009-11-04,,,,,192 Cathedral Dr,,Bicheno,TAS,7215,AU,,,,,,,,,,,,,,,,,,,
downie-grant,,1,Aboriginal but not Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608333647170,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,29545403411,,,,,,,,,official,,DOWNIE,Grant,,,,,,,,,phone,home,0270103810,phone,mobile,0475351895,phone,work,0270103810,email,,grant.downie@example.com.au,male,2000-01-03,,,,,54 Toby Cnr,,Calwell,ACT,2905,AU,,,,,,,,,,,,,,,,,,,
davis-juan,,1,Aboriginal but not Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608666976402,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,29545404311,,,,,,,,,official,,DAVIS,Juan,,,,,,,,,phone,home,0270103863,phone,mobile,0449502039,phone,work,0270103810,email,,juan.davis@example.net,male,1990-11-03,,,,,98 Grande Gdns,,Monash,ACT,2904,AU,,,,,,,,,,,,,,,,,,,
hulme-brant,,2,Torres Strait Islander but not Aboriginal origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608500314711,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,29545405211,,,,,,,,,official,,HULME,Brant,,,,,,,,,phone,home,0270105704,phone,mobile,0445351522,phone,work,0270103810,email,,brant.hulme@example.com,male,2001-07-13,,,,,58 Constitution Lane,,Erindale Centre,ACT,2903,AU,,,,,,,,,,,,,,,,,,,
black-kerry-dougal,,4,Neither Aboriginal nor Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608000311688,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,29545406111,,DVAU,http://terminology.hl7.org.au/CodeSystem/v2-0203,DVA Number,DVA Number,http://ns.electronichealth.net.au/id/dva,QX827289,,official,,BLACK,Kerry,DOUGAL,,,,,,,,phone,home,0270109494,phone,mobile,0423720003,phone,work,0270103810,email,,kerry.black@example.com.au,male,2001-10-25,,,,,103 East Est,,Monash,ACT,2904,AU,,,,,,,,,,,,,,,,,,,
scott-elijah-ken,,2,Torres Strait Islander but not Aboriginal origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608333647204,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,29545408911,,DVAU,http://terminology.hl7.org.au/CodeSystem/v2-0203,DVA Number,DVA Number,http://ns.electronichealth.net.au/id/dva,QX521750,,official,,SCOTT,Elijah,KEN,,,,,,,,phone,home,0270103850,phone,mobile,0433952520,phone,work,0270103810,email,,elijah.scott@example.net,male,1986-11-28,,,,,81 Short Cir,,Gilmore,ACT,2905,AU,,,,,,,,,,,,,,,,,,,
ridgewell-troy,,,,,,,,deceased,unverified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608833648470,,,,,,,,,,,,,,,,,official,,RIDGEWELL,Troy,,,,,,,,,phone,home,0270104193,phone,mobile,0430727052,phone,work,0270103810,email,,troy.ridgewell@example.com,unknown,1972-05-14,,,,,79 Elenore Tce,,Macarthur,ACT,2904,AU,,,,,,,,,,,,,,,,,,,
dietrich-phillipa-grace,,1,Aboriginal but not Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608666976485,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,29545411311,,,,,,,,,official,,DIETRICH,Phillipa,GRACE,,,,,,,,phone,home,0270109317,phone,mobile,0433350288,phone,work,0270103810,email,,phillipa.dietrich@example.com.au,female,1985-06-16,,,,,77 Yoga Rdge,,Mitchell,ACT,2911,AU,,,,,,,,,,,,,,,,,,,
dietrich-blake-louis,,9,Not stated/inadequately described,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608666976493,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,29545411312,,,,,,,,,official,,DIETRICH,Blake,LOUIS,,,,,,,,phone,home,0270109186,phone,mobile,0424590797,phone,work,0270103810,,,,male,2017-04-20,,,,,77 Yoga Rdge,,Mitchell,ACT,2911,AU,,,,,,,,,,,,,,,,,,,
dietrich-kimbra-althea,,4,Neither Aboriginal nor Torres Strait Islander origin,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608500314778,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,29545411313,,,,,,,,,official,,DIETRICH,Kimbra,ALTHEA,,,,,,,,phone,home,0270101803,phone,mobile,0464077679,phone,work,0270103810,,,,female,2017-04-20,,,,,77 Yoga Rdge,,Mitchell,ACT,2911,AU,,,,,,,,,,,,,,,,,,,
dietrich-diedre-alicia,,9,Not stated/inadequately described,,,,,active,verified,,NI,,,IHI,http://ns.electronichealth.net.au/id/hi/ihi/1.0,8003608333647295,,,MC,,,Medicare Number,http://ns.electronichealth.net.au/id/medicare-number,29545411314,,,,,,,,,official,,DIETRICH,Diedre,ALICIA,,,,,,,,phone,home,0270106293,phone,mobile,0445595670,phone,work,0270103810,,,,female,2017-04-20,,,,,77 Yoga Rdge,,Mitchell,ACT,2911,AU,,,,,,,,,,,,,,,,,,,
