id,old_id,identifier1_dataAbsentReason,identifier1_type_code,identifier1_type_display,identifier1_type_text,identifier1_system,identifier1_value,identifier1_assigner_display,identifier2_type_code,identifier2_type_display,identifier2_type_text,identifier2_system,identifier2_value,identifier2_assigner_display,active,period_start,period_end,practitioner_reference_id,practitioner_display,organization_reference,organization_reference_id,code1_coding1_system,code1_coding1_code,code1_coding1_display,code1_coding2_system,code1_coding2_code,code1_coding2_display,code1_coding3_system,code1_coding3_code,code1_coding3_display,code1_text,specialty1_coding1_system,specialty1_coding1_code,specialty1_coding1_display,specialty1_coding2_system,specialty1_coding2_code,specialty1_coding2_display,specialty1_text,location_reference,location_reference_id,location_display,healthcareService_reference,telecom1_system,telecom1_value,telecom1_use,telecom2_system,telecom2_value,telecom2_use,availableTime1_daysOfWeek1,availableTime1_daysOfWeek2,availableTime1_daysOfWeek3,availableTime1_availableStartTime,availableTime1_availableEndTime,availableTime2_daysOfWeek1,availableTime2_daysOfWeek2,availableTime2_availableStartTime,availableTime2_availableEndTime,notAvailable1_description,notAvailable1_during_start,notAvailable1_during_end,availabilityExceptions
generalpractitioner-lowe-abe,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448671K,,,,,,,,,,,lowe-abe,,,mossy-point-medical-centre,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253111,General Practitioner,http://snomed.info/sct,62247001,"General practitioner	",,,,,http://snomed.info/sct,408443003,General medical practice,,,,,,mossy-point-medical-centre,,,phone,0270102315,work,email,abe.lowe@mossypointmc.example.net,work,,,,,,,,,,,,,
generalpractitioner-burrows-ginger,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448681J,,,,,,,,,,,burrows-ginger,,,bungabbee-medical-clinic,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253111,General Practitioner,http://snomed.info/sct,62247001,"General practitioner	",,,,,http://snomed.info/sct,408443003,General medical practice,,,,,,bungabbee-medical-clinic,,,phone,0270105673,work,email,ginger.burrows@bungabbeemc.example.com.au,work,,,,,,,,,,,,,
medicaloncologist-sheppard-mathew,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448691H,,,,,,,,,,,sheppard-mathew,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253314,Medical Oncologist,,,,,,,,http://snomed.info/sct,394593009,Medical oncology,,,,,,,,,phone,0270106089,work,email,mathew.sheppard@example.com.au,work,,,,,,,,,,,,,
midwife-browne-wilfred,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448701Y,,,,,,,,,,,browne-wilfred,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254111,Midwife,http://snomed.info/sct,309453006,Registered midwife,,,,,http://snomed.info/sct,1287784006,Obstetric nursing,,,,,,,,,phone,0270106637,work,email,wilfred.browne@example.net,work,,,,,,,,,,,,,
nursepractitioner-gartshore-indira,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448711X,,,,,,,,,,,gartshore-indira,,,wallendbeen-aged-care,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254411,Nurse Practitioner,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,wallendbeen-aged-care,,,phone,0270107743,work,email,indira.gartshore@wallendbeenagedcare.example.net,work,,,,,,,,,,,,,
nursepractitioner-simons-reggie,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448721W,,,,,,,,,,,simons-reggie,,,kensington-public-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254411,Nurse Practitioner,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,kensington-public-hospital,,,phone,0270101397,work,email,reggie.simons@kensingtonph.example.net,work,,,,,,,,,,,,,
nursepractitioner-munro-rose,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448731T,,,,,,,,,,,munro-rose,,,mount-mitchell-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254411,Nurse Practitioner,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,mount-mitchell-private-hospital,,,phone,0270105704,work,email,rose.munro@mountmitchellph.example.com.au,work,,,,,,,,,,,,,
paediatrician-leishman-leesa,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448741L,,,,,,,,,,,leishman-leesa,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253321,Paediatrician,,,,,,,,http://snomed.info/sct,24251000087109,General paediatric specialty,,,,,,,,,phone,0270102759,work,email,leesa.leishman@example.com,work,,,,,,,,,,,,,
pathologist-pratley-philomena,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448751K,,,,,,,,,,,pratley-philomena,,,pullabooka-pathology,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253915,Pathologist,,,,,,,,http://snomed.info/sct,394595002,Pathology,,,,,,pullabooka-pathology,,,phone,0270103788,work,email,philomena.pratley@reception@pullabookapathology.example.net,work,,,,,,,,,,,,,
pathologist-clarke-malcolm,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448761J,,,,,,,,,,,clarke-malcolm,,,higher-macdonald-pathology,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253915,Pathologist,,,,,,,,http://snomed.info/sct,394595002,Pathology,,,,,,higher-macdonald-pathology,,,phone,0270109091,work,email,malcolm.clarke@highermacdonaldpathology.example.com.au,work,,,,,,,,,,,,,
retailpharmacist-cane-elden,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448771H,,,,,,,,,,,cane-elden,,,lilydale-pharmacy,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251513,Retail Pharmacist,,,,,,,,http://snomed.info/sct,1268907002,Community pharmacy,,,,,,lilydale-pharmacy,,,phone,0270103304,work,email,elden.cane@lilydalepharmacy.example.net,work,,,,,,,,,,,,,
retailpharmacist-peterson-megan,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448781F,,,,,,,,,,,peterson-megan,,,appin-pharmacy,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251513,Retail Pharmacist,,,,,,,,http://snomed.info/sct,1268907002,Community pharmacy,,,,,,appin-pharmacy,,,phone,0270104346,work,email,megan.peterson@appinpharmacy.example.com.au,work,,,,,,,,,,,,,
registerednurses-fraser-abbie,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448791B,,,,,,,,,,,fraser-abbie,,,wallendbeen-aged-care,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,wallendbeen-aged-care,,,phone,0270107486,work,email,abbie.fraser@wallendbeenagedcare.example.net,work,,,,,,,,,,,,,
registerednurses-shephard-lizabeth,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448801W,,,,,,,,,,,shephard-lizabeth,,,kensington-public-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,kensington-public-hospital,,,phone,0270105481,work,email,lizabeth.shephard@kensingtonph.example.net,work,,,,,,,,,,,,,
registerednurses-milgate-leisa,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448811T,,,,,,,,,,,milgate-leisa,,,mount-mitchell-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,mount-mitchell-private-hospital,,,phone,0270100010,work,email,leisa.milgate@mountmitchellph.example.com.au,work,,,,,,,,,,,,,
registerednurses-roberts-benjamin,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448821L,,,,,,,,,,,roberts-benjamin,,,mossy-point-medical-centre,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,mossy-point-medical-centre,,,phone,0270109517,work,email,benjamin.roberts@mossypointmc.example.net,work,,,,,,,,,,,,,
registerednurses-patrick-fletcher,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448831K,,,,,,,,,,,patrick-fletcher,,,bungabbee-medical-clinic,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,bungabbee-medical-clinic,,,phone,0270107085,work,email,fletcher.patrick@bungabbeemc.example.com.au,work,,,,,,,,,,,,,
medicaldiagnostic-tennant-carlyn,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448841J,,,,,,,,,,,tennant-carlyn,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251211,Medical Diagnostic Radiographer,,,,,,,,,,,,,,,,,,,phone,0270102380,work,email,carlyn.tennant@example.com.au,work,,,,,,,,,,,,,
diagnostic-barrett-carey,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448851H,,,,,,,,,,,barrett-carey,,,frenchs-forest-east-radiology,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253917,Diagnostic and Interventional Radiologist,,,,,,,,http://snomed.info/sct,408455009,Interventional radiology - speciality,,,,,,frenchs-forest-east-radiology,,,phone,0270107743,work,email,carey.barrett@frenchsforesteastrd.example.net,work,,,,,,,,,,,,,
diagnostic-osborne-bonny,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448861F,,,,,,,,,,,osborne-bonny,,,fishermans-reach-radiology,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253917,Diagnostic and Interventional Radiologist,,,,,,,,http://snomed.info/sct,408455009,Interventional radiology - speciality,,,,,,fishermans-reach-radiology,,,phone,0270101620,work,email,bonny.osborne@fishermansreachrd.example.com.au,work,,,,,,,,,,,,,
surgeongeneral-mackenzie-cinda,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448871B,,,,,,,,,,,mackenzie-cinda,,,kensington-public-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253511,Surgeon (General),http://snomed.info/sct,78703002,General surgeon,,,,,http://snomed.info/sct,394609007,General surgery,,,,,,kensington-public-hospital,,,phone,0270102023,work,email,cinda.mackenzie@kensingtonph.example.net,work,,,,,,,,,,,,,
surgeongeneral-guthrie-daine,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448881A,,,,,,,,,,,guthrie-daine,,,mount-mitchell-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253511,Surgeon (General),http://snomed.info/sct,78703002,General surgeon,,,,,http://snomed.info/sct,394609007,General surgery,,,,,,mount-mitchell-private-hospital,,,phone,0270101609,work,email,daine.guthrie@mountmitchellph.example.com.au,work,,,,,,,,,,,,,
counsellorsnec-gorton-dante,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448891Y,,,,,,,,,,,gorton-dante,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,272199,Counsellors nec,http://snomed.info/sct,224595007,Professional counsellor,,,,,,,,,,,,,,,,phone,0270103284,work,email,dante.gorton@example.com,work,,,,,,,,,,,,,
dentaltherapist-street-dorian,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448901L,,,,,,,,,,,street-dorian,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,411214,Dental Therapist,http://snomed.info/sct,1032061000168104,Dental therapist,,,,,,,,,,,,,,,,phone,0270109572,work,email,dorian.street@example.com.au,work,,,,,,,,,,,,,
medicaldiagnostic-gates-glenda,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448911K,,,,,,,,,,,gates-glenda,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251211,Medical Diagnostic Radiographer,http://snomed.info/sct,159017007,Diagnostic radiographer,,,,,,,,,,,,,,,,phone,0270107263,work,email,glenda.gates@example.net,work,,,,,,,,,,,,,
complementaryhealth-gordon-tad,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448921J,,,,,,,,,,,gordon-tad,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,252299,Complementary Health Therapists nec,,,,,,,Exercise Physiologist,http://snomed.info/sct,1240761000168106,Exercise physiology service,,,,,,,,,phone,0270106132,work,email,tad.gordon@example.com,work,,,,,,,,,,,,,
obstetrician-losch-sallie,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448931H,,,,,,,,,,,losch-sallie,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253913,Obstetrician and Gynaecologist,http://snomed.info/sct,309367003,Obstetrician and gynaecologist,,,,,http://snomed.info/sct,394585009,Obstetrics and gynaecology,,,,,,,,,phone,0270104128,work,email,sallie.losch@example.com.au,work,,,,,,,,,,,,,
complementaryhealth-gilchrist-daniel,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448941F,,,,,,,,,,,gilchrist-daniel,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,252299,Complementary Health Therapists nec,,,,,,,Myotherapist,http://snomed.info/sct,1240771000168100,Myotherapy service,,,,,,,,,phone,0270108522,work,email,daniel.gilchrist@example.net,work,,,,,,,,,,,,,
nuclearmedicine-thorn-tonya,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448951B,,,,,,,,,,,thorn-tonya,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251213,Nuclear Medicine Technologist,http://snomed.info/sct,1256114007,Nuclear medicine technologist,,,,,,,,,,,,,,,,phone,0270101851,work,email,tonya.thorn@example.com,work,,,,,,,,,,,,,
physiotherapist-parker-elijah,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448961A,,,,,,,,,,,parker-elijah,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,252511,Physiotherapist,http://snomed.info/sct,36682004,Physiotherapist,,,,,http://snomed.info/sct,722138006,Physiotherapy,,,,,,,,,phone,0270107993,work,email,elijah.parker@example.com.au,work,,,,,,,,,,,,,
ophthalmologist-jenkins-miranda,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448971Y,,,,,,,,,,,jenkins-miranda,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253914,Ophthalmologist,http://snomed.info/sct,422234006,Ophthalmologist,,,,,http://snomed.info/sct,394594003,Ophthalmology,,,,,,,,,phone,0270109536,work,email,miranda.jenkins@example.net,work,,,,,,,,,,,,,
medicalradiation-fowler-christy,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448981X,,,,,,,,,,,fowler-christy,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251212,Medical Radiation Therapist,http://snomed.info/sct,159018002,Radiotherapist,,,,,http://snomed.info/sct,419815003,Radiation oncology,,,,,,,,,phone,0270101357,work,email,christy.fowler@example.com,work,,,,,,,,,,,,,
registerednurses-ross-moses,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2448991W,,,,,,,,,,,ross-moses,,,rowsley-aged-care,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,rowsley-aged-care,,,phone,0370106439,work,email,moses.ross@rowsleyagedcare.example.com.au,work,,,,,,,,,,,,,
cardiologist-sutherland-sallie,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449001X,,,,,,,,,,,sutherland-sallie,,,murrabit-public-hopsital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253312,Cardiologist,,,,,,,,http://snomed.info/sct,394579002,Cardiology,,,,,,murrabit-public-hopsital,,,phone,0370102880,work,email,sallie.sutherland@murrabitph.example.com.au,work,,,,,,,,,,,,,
emergencymedicine-hickson-ngoc,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449011W,,,,,,,,,,,hickson-ngoc,,,mount-glasgow-emergency,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253912,Emergency Medicine Specialist,,,,,,,,http://snomed.info/sct,773568002,Emergency medicine,,,,,,mount-glasgow-emergency,,,phone,0370107540,work,email,ngoc.hickson@mountglasgowemergency.example.com.au,work,,,,,,,,,,,,,
generalpractitioner-moss-jaime,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449021T,,,,,,,,,,,moss-jaime,,,milnes-bridge-medical-centre,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253111,General Practitioner,,,,,,,,http://snomed.info/sct,408443003,General medical practice,,,,,,milnes-bridge-medical-centre,,,phone,0370102172,work,email,jaime.moss@milnesbridgemc.example.com.au,work,,,,,,,,,,,,,
generalpractitioner-lumb-mary,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449031L,,,,,,,,,,,lumb-mary,,,joyces-creek-medical-clinic,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253111,General Practitioner,,,,,,,,http://snomed.info/sct,408443003,General medical practice,,,,,,joyces-creek-medical-clinic,,,phone,0370105176,work,email,mary.lumb@joycescreekmc.example.net,work,,,,,,,,,,,,,
midwife-spiers-erich,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449041K,,,,,,,,,,,spiers-erich,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254111,Midwife,http://snomed.info/sct,309453006,Registered midwife,,,,,http://snomed.info/sct,1287784006,Obstetric nursing,,,,,,,,,phone,0370104951,work,email,erich.spiers@example.net,work,,,,,,,,,,,,,
nursepractitioner-thorpe-mia,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449051J,,,,,,,,,,,thorpe-mia,,,rowsley-aged-care,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254411,Nurse Practitioner,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,rowsley-aged-care,,,phone,0370102785,work,email,mia.thorpe@rowsleyagedcare.example.com.au,work,,,,,,,,,,,,,
nursepractitioner-hilton-jaclyn,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449061H,,,,,,,,,,,hilton-jaclyn,,,murrabit-public-hopsital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254411,Nurse Practitioner,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,murrabit-public-hopsital,,,phone,0370105916,work,email,jaclyn.hilton@murrabitph.example.com.au,work,,,,,,,,,,,,,
nursepractitioner-healy-damian,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449071F,,,,,,,,,,,healy-damian,,,wannon-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254411,Nurse Practitioner,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,wannon-private-hospital,,,phone,0370105863,work,email,damian.healy@wannonph.example.net,work,,,,,,,,,,,,,
paediatrician-corbett-clementine,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449081B,,,,,,,,,,,corbett-clementine,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253321,Paediatrician,,,,,,,,http://snomed.info/sct,24251000087109,General paediatric specialty,,,,,,,,,phone,0370107840,work,email,clementine.corbett@example.com,work,,,,,,,,,,,,,
pathologist-hollands-beryl,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449091A,,,,,,,,,,,hollands-beryl,,,bridgewater-pathology,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253915,Pathologist,,,,,,,,http://snomed.info/sct,394595002,Pathology,,,,,,bridgewater-pathology,,,phone,0370109685,work,email,beryl.hollands@bridgewaterpathology.example.net,work,,,,,,,,,,,,,
pathologist-hart-clifton,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449101T,,,,,,,,,,,hart-clifton,,,trentham-pathology,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253915,Pathologist,,,,,,,,http://snomed.info/sct,394595002,Pathology,,,,,,trentham-pathology,,,phone,0370106223,work,email,clifton.hart@trenthampathology.example.net,work,,,,,,,,,,,,,
retailpharmacist-howell-natalia,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449111L,,,,,,,,,,,howell-natalia,,,pine-view-pharmacy,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251513,Retail Pharmacist,http://snomed.info/sct,159011008,"Community pharmacist	",,,,,http://snomed.info/sct,1268907002,Community pharmacy,,,,,,pine-view-pharmacy,,,phone,0370100469,work,email,natalia.howell@reception.pineviewpharmacy.example.com.au,work,,,,,,,,,,,,,
retailpharmacist-coughlin-tonda,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449121K,,,,,,,,,,,coughlin-tonda,,,launching-place-pharmacy,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251513,Retail Pharmacist,http://snomed.info/sct,159011008,"Community pharmacist	",,,,,http://snomed.info/sct,1268907002,Community pharmacy,,,,,,launching-place-pharmacy,,,phone,0370105078,work,email,tonda.coughlin@launchingplacepharmacy.example.net,work,,,,,,,,,,,,,
registerednurses-goodwin-aida,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449131J,,,,,,,,,,,goodwin-aida,,,rowsley-aged-care,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,rowsley-aged-care,,,phone,0370104445,work,email,aida.goodwin@rowsleyagedcare.example.com.au,work,,,,,,,,,,,,,
registerednurses-leech-darnell,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449141H,,,,,,,,,,,leech-darnell,,,murrabit-public-hopsital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,murrabit-public-hopsital,,,phone,0370106250,work,email,darnell.leech@murrabitph.example.com.au,work,,,,,,,,,,,,,
registerednurses-chambers-greg,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449151F,,,,,,,,,,,chambers-greg,,,wannon-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,wannon-private-hospital,,,phone,0370100833,work,email,greg.chambers@wannonph.example.net,work,,,,,,,,,,,,,
registerednurses-shea-ingrid,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449161B,,,,,,,,,,,shea-ingrid,,,milnes-bridge-medical-centre,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,milnes-bridge-medical-centre,,,phone,0370106969,work,email,ingrid.shea@milnesbridgemc.example.com.au,work,,,,,,,,,,,,,
registerednurses-gidley-dee,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449171A,,,,,,,,,,,gidley-dee,,,joyces-creek-medical-clinic,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,254499,Registered Nurses nec,,,,,,,,http://snomed.info/sct,722165004,Nursing,,,,,,joyces-creek-medical-clinic,,,phone,0370105357,work,email,dee.gidley@joycescreekmc.example.net,work,,,,,,,,,,,,,
medicaldiagnostic-short-miranda,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449181Y,,,,,,,,,,,short-miranda,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,251211,Medical Diagnostic Radiographer,,,,,,,,,,,,,,,,,,,phone,0370101194,work,email,miranda.short@example.com.au,work,,,,,,,,,,,,,
diagnostic-burdett-palmer,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449191X,,,,,,,,,,,burdett-palmer,,,douglas-radiology,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253917,Diagnostic and Interventional Radiologist,,,,,,,,http://snomed.info/sct,408455009,Interventional radiology - speciality,,,,,,douglas-radiology,,,phone,0370101180,work,email,palmer.burdett@douglasradiology.example.com.au,work,,,,,,,,,,,,,
diagnostic-mccarthy-kate,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449201K,,,,,,,,,,,mccarthy-kate,,,mckenzie-creek-radiology,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253917,Diagnostic and Interventional Radiologist,,,,,,,,http://snomed.info/sct,408455009,Interventional radiology - speciality,,,,,,mckenzie-creek-radiology,,,phone,0370108107,work,email,kate.mccarthy@mckenziecreekradiology.example.com.au,work,,,,,,,,,,,,,
surgeongeneral-fryer-chau,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449211J,,EI,Employee number,Employee Number,http://ns.electronichealth.net.au/id/hpio-scoped/service-provider-individual/1.0/8003626566706976,EMP79232999,Murrabit Public Hopsital,,,,fryer-chau,,,murrabit-public-hopsital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253511,Surgeon (General),,,,,,,,http://snomed.info/sct,394609007,General surgery,,,,,,murrabit-public-hopsital,,,phone,0370108625,work,email,chau.fryer@murrabitph.example.com.au,work,,,,,,,,,,,,,
surgeongeneral-lamerton-betsy,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449221H,,,,,,,,,,,lamerton-betsy,,,wannon-private-hospital,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,253511,Surgeon (General),,,,,,,,http://snomed.info/sct,394609007,General surgery,,,,,,wannon-private-hospital,,,phone,0370109715,work,email,betsy.lamerton@wannonph.example.net,work,,,,,,,,,,,,,
dentalpractitioner-quinn-aisha,,,UPIN,,Medicare Provider Number,http://ns.electronichealth.net.au/id/medicare-provider-number,2449231F,,,,,,,,,,,quinn-aisha,,,,http://www.abs.gov.au/ausstats/abs@.nsf/mf/1220.0,252312,Dental Practitioner,http://snomed.info/sct,106289002,Dentist,,,,,http://snomed.info/sct,722163006,Dentistry,,,,,,,,,phone,0370103567,work,email,aisha.quinn@example.com,work,,,,,,,,,,,,,
